RÚgIE_ENTR;PROJET_O_N;DOM_PUBLIC;DOSSIER;O_N;NOM;CANTON;SS_QUARTIE;QUARTIER;QUARTIER0;SECTEUR;LIBSECTEUR;CAT?GORIE;LIBCATÚgOR;DATE_CR?AT;ADRESSE;PELOUSES;FLEURS;ARBUSTES;JEUX;ALL?ES;FRICHE;JARDINIERE;HAIES_LONG;WC_O_N;D?POT_JARD;ECLAIRAGE_;V?G?TAUX;BORNE_FONT;BASSINS_FO;DATE_MODIF;COORDONN?E;N_GEST;_LIBGESTI;N_MOEUVRE;_1_LIBGES;DATE_FICHE;GROUPE_ENT;LIBGROUPE;EAU_SURFAC;ROSIERS_SU;FEUILLUS_U;CONIFERE_U;PRAIRIE;PALMIERS_Q;BOISEMENT;XCOORD;YCOORD;ALLÚeS_NON;VIVACES;PROPRIÚt?;LIBPROPRI;UNIFIÚe;LIBTYPOLOG;SEV;NON_SEV;TOTALE;ARBRES;HORTICOLE;HISTORIQUE;ECOLOGIE;ACTIVIT?;COMPOSITIO;ZONE;CL¶tURÚ_O_;FERMETURE;LIBFERMETU;HANDICAPÚs;HANDICAP0;LIBEVOLUTI;ACCESSIBIL;MODIFICATI;TRAML1;BUS;MSEC;BALAYAGESE;NOMCOURT;LONGITUDE;LATITUDE
Non;Non;19720101;242;Non;Parking ave Guilhem de Poitier;9;1;Les Hauts de Massane;La Mosson;F;Hauts de Massane;Ab.voi;Abords de voirie;19720101;ave Guilhem de Poitier;0;0;657;0;0;0;0;0;Non;Non;Oui;acacia boule;0;0;34862;B14;1;SEV;1;SEV;33633;3;Rustique;0;0;25;0;0;0;0;719597,2214;149347,7969;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;657;0;657;25;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - Hauts de Massane (335 m);15 - GÚmaux (278 m);0;Non;Park G de Poitier;3,818825;43,634384
Non;Non;19720101;243;Non;Parking Impasse Bigot;9;1;Les Hauts de Massane;La Mosson;F;Hauts de Massane;Ab.voi;Abords de voirie;19720101;Impasse Bigot;0;0;60;0;0;0;0;0;Non;Non;Oui;acacia;0;0;34862;C15;1;SEV;1;SEV;33633;3;Rustique;0;0;3;0;0;0;0;719707,4753;149579,5508;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;60;0;60;3;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - Hauts de Massane (189 m);15 - ComtÚ de Toulouse (125 m);0;Non;Park Imp Bigot;3,819735;43,635859
Non;Non;19720101;244;Non;Parking Pierre d'Auvergne;9;1;Les Hauts de Massane;La Mosson;F;Hauts de Massane;Ab.voi;Abords de voirie;19720101;Rue Pierre d'Auvergne;0;0;400;0;0;0;0;0;Non;Non;Oui;sophora;0;0;34862;C15;1;SEV;1;SEV;33633;3;Rustique;0;0;5;0;0;0;0;719722,6102;149473,1857;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;400;0;400;5;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - Hauts de Massane (170 m);15 - ComtÚ de Toulouse (230 m);0;Non;Park P d'Auvergne;3,820407;43,635494
Non;Non;19720101;245;Non;Parking rue Arnaud Peyre;9;1;Les Hauts de Massane;La Mosson;F;Hauts de Massane;Ab.voi;Abords de voirie;19720101;rue Arnaud Peyre;0;0;20;0;0;0;0;0;Non;Non;Oui;micocoulier;0;0;34862;C16;1;SEV;1;SEV;33633;3;Rustique;0;0;1;0;0;0;0;719810,0566;149967,0686;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;20;0;20;1;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - Hauts de Massane (456 m);15 - Carriera (216 m);0;Non;Park A Peyre;3,821601;43,639924
Non;Non;19720101;246;Non;Parking rue Jaufre Rudel;9;1;Les Hauts de Massane;La Mosson;F;Hauts de Massane;Ab.voi;Abords de voirie;19720101;rue Jaufre Rudel;0;0;120;0;0;0;0;0;Non;Non;Oui;sophora;0;0;34862;C15;1;SEV;1;SEV;33633;3;Rustique;0;0;2;0;0;0;0;719821,4078;149864,4873;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;120;0;120;2;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - Hauts de Massane (353 m);15 - Pierre Cardenal (178 m);0;Non;Park J Rudel;3,821718;43,638999
Non;Non;19900601;248;Non;Ave Guilhem de Poitiers;9;1;Les Hauts de Massane;La Mosson;F;Hauts de Massane;Ab.voi;Abords de voirie;19900601;Ave Guilhem de Poitiers;1046;30;1000;0;0;0;0;0;Non;Non;Oui;acacia boule,olivier,celtis;0;0;35117;c15;1;SEV;1;SEV;33717;2;Normal;0;0;0;0;0;0;0;719870,9117;149370,4993;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;2076;0;2076;0;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39153;;15 - GÚmaux (102 m);0;Non;Av G de Poitiers;3,822221;43,634545
Non;Non;19850101;253;Non;Ave Europe Schuman Blayac;9;2;La Mosson;La Mosson;G;Mosson;Ab.voi;Abords de voirie;19850101;Ave de l'Europe;3136;0;790;0;0;0;0;760;Non;Non;Non;Pins parasols;0;0;34862;C12;1;SEV;1;SEV;33717;1;Prestige;0;0;0;35;7695;0;0;719692,5505;148042,1972;2490;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;11621;0;14111;35;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - Mosson (221 m);14 - Mosson (Terminus) (166 m);0;Non;Av Europe Schuman B;3,819714;43,622619
Oui;Non;19890101;256;Non;Echangeur Paul-Henri Spaak;9;2;La Mosson;La Mosson;G;Mosson;Ab.voi;Abords de voirie;19890101;Route de LodÞve;9500;0;0;0;0;0;0;0;Non;Non;Non;10 pins,murier pleureur,cÞdre, 16 phoenix canariensis, 23 chamaerops excelsa.;0;0;34862;C11;1;SEV;50;Sariviere;33878;2;Normal;0;0;0;0;0;42;0;719814,3659;147261,486;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;9500;0;9500;42;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39685;;15 - Route de LodÞve (73 m);0;Non;Echangeur Spaak;3,821049;43,615573
Non;Non;19880101;258;Non;Parking stade Mosson;9;2;La Mosson;La Mosson;G;Mosson;Ab.voi;Abords de voirie;19880101;Avenue d'Heildelberg;0;0;1600;0;0;0;0;0;Non;Non;Non;;0;0;34445;A13;1;SEV;1;SEV;33633;3;Rustique;0;0;0;0;400;0;0;719089,7801;148410,3759;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;2000;0;2000;0;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - Halles de la Paillade (428 m);15 - Louisville (366 m);0;Non;Park stade Mosson;3,812329;43,626031
Non;Non;19920130;260;Non;Rue des planÞtes;9;2;La Mosson;La Mosson;G;Mosson;Ab.voi;Abords de voirie;;Rue des planÞtes;0;0;100;0;0;0;0;70;Non;Non;Non;2 pins pignon;0;0;34862;B12;1;SEV;1;SEV;33633;3;Rustique;0;0;0;2;0;0;0;719068,2338;148150,7694;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;100;0;100;2;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - Mosson (450 m);15 - Trident (341 m);0;Non;Rue des planÞtes;3,812004;43,623697
Oui;Non;19880101;264;Non;Avenue Louis Ravaz;10;5;Alco;Les CÚvennes;H;CÚvennes;Ab.voi;Abords de voirie;19880101;Avenue Louis Ravaz;0;0;83;0;0;0;0;0;Non;Non;Non;;0;0;34862;G12;1;SEV;47;UPEE7;33633;2;Normal;0;0;0;0;100;0;0;721848,0198;148028,5337;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;183;0;183;0;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39847;;16 - CÚvennes (148 m);0;Non;Avenue L Ravaz;3,846415;43,622144
Oui;Non;19880101;267;Non;Route de Laverune;8;7;La Chamberte;Les CÚvennes;H;CÚvennes;Ab.voi;Abords de voirie;19880101;Route de Laverune, lotissement ChÔteaubriand;1102;0;1068;0;0;0;0;0;Non;Non;Oui;33 platanes, 55 arbres de JudÚe, 5 pins pignon, 5 pins d'Alep, 12 savonniers;0;0;34862;G8;1;SEV;47;UPEE7;33633;2;Normal;0;0;100;10;0;0;0;722030,7953;145735,6937;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;2170;0;2170;110;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39847;;11 - CitÚ Valette (112 m);0;Non;Rte de Laverune;3,848157;43,601479
Oui;Non;19760101;270;Non;Ave de LibertÚ/Chamberte;8;7;La Chamberte;Les CÚvennes;H;CÚvennes;Ab.voi;Abords de voirie;19760101;Ave de la LibertÚ;0;0;1097;0;0;0;0;112;Non;Non;Oui;1 pin, 3 cyprÞs;0;0;34862;G9;1;SEV;47;UPEE7;33633;3;Rustique;0;0;0;4;0;0;0;721984,5496;146523,552;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;1097;0;1097;4;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39847;;7 - Figairasse (138 m);0;Non;Av LibertÚ Chamberte;3,847919;43,608622
Non;Non;19700101;271;Non;Avenue de la LibertÚ/Chaptal;7;15;Figuerolles;Centre;B;Peyrou;Ab.voi;Abords de voirie;19700101;Avenue de la LibertÚ;3800;108;317;0;0;0;0;112;Non;Non;Oui;pin pignon, cyprÞs bleu;0;0;34862;i8;1;SEV;1;SEV;33878;2;Normal;0;0;0;2;0;0;2410;723369,7129;146098,0917;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;6635;0;6635;2;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;37042;;14 - LibertÚ (45 m);0;Non;Av de la LibertÚ;3,864821;43,604517
Non;Non;19700101;272;Non;Avenue de la LibertÚ/Lecache;7;15;Figuerolles;Centre;B;Peyrou;Ab.voi;Abords de voirie;19700101;Avenue de la LibertÚ;0;0;160;0;0;0;0;0;Non;Non;Non;micocoulier, laurier rose;0;0;35072;i9;1;SEV;1;SEV;33770;2;Normal;0;0;0;0;275;0;540;722989,4473;146559,8128;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;975;0;975;0;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39374;;15 - Delmas (269 m);0;Non;Av de la LibertÚ;3,860219;43,608737
Non;Non;19900101;273;Non;Vieille Porte de la Blanquerie;1;21;Centre historique;Centre;A;Ecusson;Ab.voi;Abords de voirie;19900101;Bd Louis Blanc;182;20;0;0;0;0;0;0;Non;Non;Oui;3 cyprÞs, 2 oliviers;0;0;34451;K11;1;SEV;1;SEV;33675;1;Prestige;0;0;0;0;0;0;0;724354,6409;147248,7684;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;202;0;202;0;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - Louis Blanc (68 m);4 - Proudhon (415 m);0;Non;Porte Blanquerie;3,877286;43,614709
Non;Non;19700101;276;Non;Route de LodÞve gendarmerie;7;6;Les CÚvennes;Les CÚvennes;H;CÚvennes;Ab.voi;Abords de voirie;19700101;Avenue de LodÞve;0;0;0;0;0;0;0;112;Non;Non;Non;micocoulier, pyracantha;0;0;34451;G10;1;SEV;1;SEV;33633;3;Rustique;0;0;0;0;400;0;0;722013,3481;146788,729;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;400;0;400;0;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;15 - Beau-Soleil (27 m);0;Non;Route de LodÞve;3,848181;43,610959
Oui;Non;19880301;278;Non;Carrefour Estanove;8;8;Pas du Loup;Croix d'Argent;W;Croix d'Argent;Ab.voi;Abords de voirie;19880301;route de Laverune;343;0;57;0;0;0;0;0;Non;Non;Oui;pin,olivier,yucca;0;0;34451;G8;1;SEV;50;Sariviere;33681;2;Normal;0;0;1;1;0;1;0;722147,4606;145686,1898;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;400;0;400;3;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;11 - CitÚ Valette (86 m);0;Non;Carr Estanove;3,84959;43,601014
Oui;Non;19890101;282;Non;Rond-point de la Martelle;8;7;La Chamberte;Les CÚvennes;H;CÚvennes;Ab.voi;Abords de voirie;19890101;RUE VIOLLET LE DUC;276;0;0;0;0;0;0;0;Non;Non;Non;cÞdre;0;0;34862;E9;1;SEV;47;UPEE7;33633;2;Normal;0;0;0;0;0;0;0;721153,5988;146518,0866;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;276;0;276;0;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39847;;La Ronde - La Colline (110 m);0;Non;Rdpt de la Martelle;3,837471;43,608664
Oui;Non;19860101;283;Non;Rond-point de St-ClÚment;7;6;Les CÚvennes;Les CÚvennes;H;CÚvennes;Ab.voi;Abords de voirie;19860101;Rue de las Sorbes;100;0;0;0;0;0;0;0;Non;Non;Oui;1 micocoulier, 3 chamaerops humilis;0;0;34445;G10;1;SEV;47;UPEE7;33633;2;Normal;0;0;1;0;0;3;0;722067,0561;147185,8112;0;150;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;250;0;250;4;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39847;;6 - EspÚrance (82 m);0;Non;Rdpt St-ClÚment;3,848936;43,614524
Oui;Non;19880101;290;Non;Ilot Albert Dubout/Perruque;5;13;Saint-Martin;PrÞs d'ArÞnes;I;PrÞs d'ArÞnes;Ab.voi;Abords de voirie;19880101;Avenue Albert Dubout;0;0;400;0;0;0;0;0;Non;Non;Oui;10 prunus, laurier rose;0;0;34862;K7;1;SEV;50;Sariviere;33641;2;Normal;0;0;10;0;0;0;0;724485,0747;145271,7655;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;400;0;400;10;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;2 - Saint-ClÚophas (306 m);12 - Les PrÞs d'ArÞnes (Terminus) (98 m);0;Non;A Dubout Perruque;3,878444;43,596894
Non;Non;19870101;292;Non;Rond-point Saporta;5;12;PrÞs d'ArÞnes;PrÞs d'ArÞnes;I;PrÞs d'ArÞnes;Ab.voi;Abords de voirie;19870101;Rond-point Saporta;835;62;85;0;0;0;0;0;Non;Non;Oui;4 oliviers, 4 cyprÞs;0;0;34862;M5;1;SEV;1;SEV;33679;2;Normal;0;0;4;4;0;0;0;725308,2479;144004,844;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;982;0;982;8;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;16 - Saporta (175 m);0;Non;Rdpt Saporta;3,888341;43,585353
Non;Non;19890101;296;Non;Ilot Maurin St ClÚophas;6;10;Lemasson;Croix d'Argent;W;Croix d'Argent;Ab.voi;Abords de voirie;19890101;;298;16;0;0;0;0;0;0;Non;Non;Non;;0;0;34445;K7;1;SEV;1;SEV;33681;1;Prestige;0;0;0;0;0;0;0;724105,4397;145198,1928;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;314;0;314;0;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;2 - Saint-ClÚophas (240 m);5 - Cave coopÚrative (88 m);0;Non;Maurin St ClÚophas;3,873726;43,596296
Non;Non;19810101;307;Non;EntrÚe domaine de Grammont;4;29;Grammont;Port Marianne;J;Grammont Entretien;Ab.voi;Abords de voirie;19810101;Avenue Albert Einstein;6800;45;0;0;0;0;0;0;Non;Non;Oui;cyprÞs, 15 trachycarpus fortunei, 8 c humilis, 4 p canariensis??????????;0;0;34862;S10;1;SEV;1;SEV;33878;1;Prestige;0;0;0;20;2773;27;200;728634,5737;147131,1572;0;1532;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;11350;0;11350;47;0;0;0;0;0;Est;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;12 - ZÚnith (104 m);0;Non;EntrÚe Grammont;3,930273;43,612917
Non;Non;19810101;312;Non;Route de Mauguio;4;29;Grammont;Port Marianne;J;Grammont Entretien;Ab.voi;Abords de voirie;19810101;Avenue Albert Einstein;0;0;0;0;0;0;0;0;Non;Non;Non;;0;0;34862;S10;1;SEV;1;SEV;33633;3;Rustique;0;0;0;0;0;0;18000;728307,5957;147002,1948;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;18000;0;18000;0;0;0;0;0;0;Est;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;12 - Mas Julien (84 m);0;Non;Route de Mauguio;3,926191;43,611813
Non;Non;19700101;317;Non;Descente parking Joffre;3;25;Antigone;Centre;C;Antigone;Ab.voi;Abords de voirie;19700101;Rue d'Argencourt;0;0;315;0;0;0;0;190;Non;Non;Oui;cyprÞs;0;0;34862;M10;1;SEV;1;SEV;33679;3;Rustique;0;0;0;0;0;0;0;725247,0774;147099,3108;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;315;0;315;0;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;2 - Les Aubes (76 m);8 - Ernest Renan (256 m);0;Non;Parking Joffre;3,888306;43,613212
Non;Non;19900101;318;Non;AllÚe du tourisme/Jeu de l'arc;1;30;ComÚdie;Centre;A;Ecusson;Ab.voi;Abords de voirie;19900101;rue du jeu de l'Arc;0;0;50;0;0;0;0;62;Non;Non;Oui;micocoulier;0;0;34451;L9;1;SEV;1;SEV;33633;2;Normal;0;0;0;0;0;0;0;724714,2011;146627,815;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;50;0;50;0;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - ComÚdie (165 m);5 - Gares (Terminus) (353 m);0;Non;AllÚe du tourisme;3,881596;43,60906
Non;Non;19760101;326;Non;Rue du Plan du Palais;1;21;Centre historique;Centre;A;Ecusson;Ab.voi;Abords de voirie;19760101;Plan du Palais;0;0;70;0;0;0;0;0;Non;Non;Oui;lagerstroemia;0;0;34862;K10;1;SEV;1;SEV;33716;2;Normal;0;0;10;0;0;0;0;724063,8186;146875,0192;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;70;0;70;10;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39352;;6 - Peyrou (56 m);0;Non;Plan du Palais;3,873597;43,611394
Non;Non;19880101;329;Non;Ilot pins Magnol;10;19;Boutonnet;Centre;E;Verdanson;Ab.voi;Abords de voirie;19880101;Rue de las Sorbes;240;40;0;0;0;0;0;0;Non;Non;Oui;6 Pins;0;0;34451;i11;1;SEV;1;SEV;33676;1;Prestige;0;0;0;6;0;0;0;723161,0818;147560,2961;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;280;0;280;6;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39584;;16 - CollÞge Camille Claudel (147 m);0;Non;Pins Magnol;3,862574;43,617712
Non;Non;19760101;330;Non;Rue du Pistolet;1;21;Centre historique;Centre;A;Ecusson;Ab.voi;Abords de voirie;19760101;rue du Pistolet;0;0;6;0;0;0;0;0;Non;Non;Oui;troene;0;0;34862;K10;1;SEV;1;SEV;33633;2;Normal;0;0;0;0;0;0;0;724157,8865;146859,2536;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;6;0;6;0;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - Louis Blanc (474 m);6 - Peyrou (129 m);0;Non;Rue du Pistolet;3,87476;43,611236
Non;Non;19720101;340;Non;Parking rue Azalais d'Altier;9;1;Les Hauts de Massane;La Mosson;F;Hauts de Massane;Ab.voi;Abords de voirie;19720101;rue Azalais d'Altier;0;0;310;0;0;0;0;0;Non;Non;Oui;micocoulier, 7 sophoras;0;0;34862;C15;1;SEV;1;SEV;33633;3;Rustique;0;0;8;0;0;0;0;719825,1916;149450,3782;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;310;0;310;8;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - Hauts de Massane (91 m);15 - GÚmaux (186 m);0;Non;Park A d'Altier;3,821672;43,635272
Non;Non;19720101;346;Non;Rue Bertrand de Born;9;1;Les Hauts de Massane;La Mosson;F;Hauts de Massane;Ab.voi;Abords de voirie;19720101;Rue Bertrand de Born;0;0;500;0;0;0;0;0;Non;Non;Non;pin d'alep;0;0;34862;C16;1;SEV;1;SEV;33633;3;Rustique;0;0;0;1;0;0;0;719785,9878;150103,5985;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;500;0;500;1;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;15 - Carriera (140 m);0;Non;Rue B de Born;3,821333;43,641156
Non;Non;19700101;347;Non;Avenue d'Heidelberg;9;2;La Mosson;La Mosson;G;Mosson;Ab.voi;Abords de voirie;19700101;Avenue d'Heildelberg;0;0;400;0;0;0;0;400;Non;Non;Non;;0;0;34862;A12;1;SEV;1;SEV;33633;2;Normal;0;0;0;0;0;0;0;719033,1291;148242,9455;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;400;0;400;0;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;15 - Trident (426 m);0;Non;Av d'Heidelberg;3,81159;43,624532
Non;Non;19890101;357;Non;Ilot rue Saint Hilaire;5;12;PrÞs d'ArÞnes;PrÞs d'ArÞnes;I;PrÞs d'ArÞnes;Ab.voi;Abords de voirie;19890101;Ave de Palavas;85;10;0;0;0;0;0;0;Non;Non;Non;;0;0;34445;M6;1;SEV;1;SEV;33717;1;Prestige;0;0;0;0;0;0;0;725464,222;144605,5123;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;95;0;95;0;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39148;;16 - Garcia Lorca (147 m);0;Non;Rue St Hilaire;3,890414;43,590732
Non;Non;19900101;368;Non;rue Henri Roseau;6;10;Lemasson;Croix d'Argent;W;Croix d'Argent;Ab.voi;Abords de voirie;19900101;rue H. Roseau;0;0;390;0;0;0;0;0;Non;Non;Non;7murier,7robi,1oli,4pins;0;0;34445;J6;1;SEV;1;SEV;33633;2;Normal;0;0;15;4;0;0;0;723844,0465;144598,3653;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;390;0;390;19;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;2 - Lemasson (365 m);5 - Lemasson (395 m);0;Non;Rue Henri Roseau;3,87035;43,590942
Non;Non;19900101;370;Non;Ilot pl. de la brigade lÚgÞre;3;19;Boutonnet;Centre;E;Verdanson;Ab.voi;Abords de voirie;19900101;Place de la brigade lÚgÞre;50;10;0;0;0;0;0;0;Non;Non;Non;8 chÛnes rouge;0;0;34457;J13;1;SEV;1;SEV;33679;1;Prestige;0;0;8;0;0;0;0;723747,8765;148582,3257;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;60;0;60;8;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39136;1 - Saint-Eloi (361 m);La Ronde - Henri Dunant (38 m);0;Non;Pl brigade lÚgÞre;3,870078;43,626812
Oui;Non;19900101;371;Non;Divers Tournezy;5;12;PrÞs d'ArÞnes;PrÞs d'ArÞnes;I;PrÞs d'ArÞnes;Ab.voi;Abords de voirie;19900101;Rue de Montels Eglise;0;0;4039;0;0;0;0;0;Non;Non;Oui;;0;0;34862;K4;1;SEV;50;Sariviere;33633;2;Normal;0;0;0;0;0;0;0;724462,5825;143588,6328;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;4039;0;4039;0;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;16 - Mas Saint-Pierre (229 m);0;Non;Zac Tournezy;3,877775;43,581751
Non;Non;19900101;374;Oui;Il¶t de l'Hortus;2;16;Plan des 4 Seigneurs;H¶pitaux-FacultÚs;D;H¶pitaux-FacultÚs;Ab.voi;Abords de voirie;19900101;66, rue de l'Hortus;0;0;120;0;0;0;0;0;Non;Non;Oui;5 pins d'Alep, 1 chÛne vert;0;0;34457;H16;15;Autres;15;Autres;33641;3;Rustique;0;0;1;5;120;0;0;722768,8344;150214,6932;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;240;0;240;6;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39847;;La Navette - Plan des 4 Seigneurs (Terminus) (128;0;Non;Il¶t de l'Hortus;3,858323;43,641667
Non;Non;19900101;377;Non;Il¶t rue Pioch de Boutonnet;3;28;Les Beaux Arts;Centre;E;Verdanson;Ab.voi;Abords de voirie;19900101;rue du Pioch de Boutonnet;0;0;250;0;0;0;0;0;Non;Non;Non;;0;0;34445;K12;1;SEV;1;SEV;33679;2;Normal;0;0;0;0;0;0;0;724348,5449;148102,4217;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;250;0;250;0;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;La Ronde - Tourterelles (463 m);0;Non;Pioch de Boutonnet;3,877409;43,622393
Oui;Non;19890928;378;Non;Ilot Antonnelli;4;14;Les Aiguerelles;PrÞs d'ArÞnes;I;PrÞs d'ArÞnes;Ab.voi;Abords de voirie;19890928;rue Etienne Antonnelli;230;0;628;0;0;0;0;120;Non;Non;Oui;3 pins parasols;0;0;35076;M7;1;SEV;50;Sariviere;33675;2;Normal;0;0;0;3;0;0;0;725482,4049;145578,6686;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;858;0;858;3;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - MoularÞs (391 m);8 - ChambÚry (38 m);0;Non;Ilot Antonnelli;3,890866;43,599487
